Original gene set ID	Original gene set description
GO:0030275	LRR domain binding
GO:0030276	clathrin binding
GO:0030278	regulation of ossification
GO:0030279	negative regulation of ossification
GO:0030282	bone mineralization
GO:0030286	dynein complex
GO:0030288	outer membrane-bounded periplasmic space
GO:0030291	protein serine/threonine kinase inhibitor activity
GO:0030295	protein kinase activator activity
GO:0030296	protein tyrosine kinase activator activity
GO:0030299	intestinal cholesterol absorption
GO:0030301	cholesterol transport
GO:0030307	positive regulation of cell growth
GO:0030308	negative regulation of cell growth
GO:0030312	external encapsulating structure
GO:0030313	cell envelope
GO:0030315	T-tubule
GO:0030316	osteoclast differentiation
GO:0030317	sperm motility
GO:0030318	melanocyte differentiation
GO:0030323	respiratory tube development
GO:0030324	lung development
GO:0030325	adrenal gland development
GO:0030326	embryonic limb morphogenesis
GO:0030330	DNA damage response, signal transduction by p53 class mediator
GO:0030331	estrogen receptor binding
GO:0030332	cyclin binding
GO:0030334	regulation of cell migration
GO:0030335	positive regulation of cell migration
GO:0030336	negative regulation of cell migration
GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity
GO:0030414	peptidase inhibitor activity
GO:0030424	axon
GO:0030425	dendrite
GO:0030426	growth cone
GO:0030427	site of polarized growth
GO:0030431	sleep
GO:0030433	ER-associated protein catabolic process
GO:0030496	midbody
GO:0030500	regulation of bone mineralization
GO:0030501	positive regulation of bone mineralization
GO:0030502	negative regulation of bone mineralization
GO:0030509	BMP signaling pathway
GO:0030510	regulation of BMP signaling pathway
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0030513	positive regulation of BMP signaling pathway
GO:0030514	negative regulation of BMP signaling pathway
GO:0030516	regulation of axon extension
GO:0030517	negative regulation of axon extension
GO:0030518	intracellular steroid hormone receptor signaling pathway
GO:0030520	intracellular estrogen receptor signaling pathway
GO:0030521	androgen receptor signaling pathway
GO:0030522	intracellular receptor mediated signaling pathway
GO:0030529	ribonucleoprotein complex
GO:0030530	heterogeneous nuclear ribonucleoprotein complex
GO:0030532	small nuclear ribonucleoprotein complex
GO:0030534	adult behavior
GO:0030539	male genitalia development
GO:0030544	Hsp70 protein binding
GO:0030545	receptor regulator activity
GO:0030546	receptor activator activity
GO:0030547	receptor inhibitor activity
GO:0030551	cyclic nucleotide binding
GO:0030552	cAMP binding
GO:0030553	cGMP binding
GO:0030574	collagen catabolic process
GO:0030593	neutrophil chemotaxis
GO:0030594	neurotransmitter receptor activity
GO:0030595	leukocyte chemotaxis
GO:0030641	regulation of cellular pH
GO:0030658	transport vesicle membrane
GO:0030659	cytoplasmic vesicle membrane
GO:0030660	Golgi-associated vesicle membrane
GO:0030662	coated vesicle membrane
GO:0030663	COPI coated vesicle membrane
GO:0030665	clathrin coated vesicle membrane
GO:0030666	endocytic vesicle membrane
GO:0030667	secretory granule membrane
GO:0030669	clathrin-coated endocytic vesicle membrane
GO:0030670	phagocytic vesicle membrane
GO:0030672	synaptic vesicle membrane
GO:0030673	axolemma
GO:0030674	protein binding, bridging
GO:0030675	Rac GTPase activator activity
GO:0030684	preribosome
GO:0030695	GTPase regulator activity
GO:0030705	cytoskeleton-dependent intracellular transport
GO:0030728	ovulation
GO:0030730	sequestering of triglyceride
GO:0030742	GTP-dependent protein binding
GO:0030799	regulation of cyclic nucleotide metabolic process
GO:0030800	negative regulation of cyclic nucleotide metabolic process
GO:0030801	positive regulation of cyclic nucleotide metabolic process
GO:0030802	regulation of cyclic nucleotide biosynthetic process
GO:0030803	negative regulation of cyclic nucleotide biosynthetic process
GO:0030804	positive regulation of cyclic nucleotide biosynthetic process
GO:0030808	regulation of nucleotide biosynthetic process
GO:0030809	negative regulation of nucleotide biosynthetic process
GO:0030810	positive regulation of nucleotide biosynthetic process
GO:0030811	regulation of nucleotide catabolic process
GO:0030814	regulation of cAMP metabolic process
GO:0030815	negative regulation of cAMP metabolic process
GO:0030816	positive regulation of cAMP metabolic process
GO:0030817	regulation of cAMP biosynthetic process
GO:0030818	negative regulation of cAMP biosynthetic process
GO:0030819	positive regulation of cAMP biosynthetic process
GO:0030823	regulation of cGMP metabolic process
GO:0030826	regulation of cGMP biosynthetic process
GO:0030832	regulation of actin filament length
GO:0030833	regulation of actin filament polymerization
GO:0030834	regulation of actin filament depolymerization
GO:0030835	negative regulation of actin filament depolymerization
GO:0030837	negative regulation of actin filament polymerization
GO:0030838	positive regulation of actin filament polymerization
GO:0030850	prostate gland development
GO:0030851	granulocyte differentiation
GO:0030852	regulation of granulocyte differentiation
GO:0030855	epithelial cell differentiation
GO:0030856	regulation of epithelial cell differentiation
GO:0030857	negative regulation of epithelial cell differentiation
GO:0030858	positive regulation of epithelial cell differentiation
GO:0030863	cortical cytoskeleton
GO:0030864	cortical actin cytoskeleton
GO:0030865	cortical cytoskeleton organization
GO:0030866	cortical actin cytoskeleton organization
GO:0030867	rough endoplasmic reticulum membrane
GO:0030878	thyroid gland development
GO:0030879	mammary gland development
GO:0030880	RNA polymerase complex
GO:0030888	regulation of B cell proliferation
GO:0030889	negative regulation of B cell proliferation
GO:0030890	positive regulation of B cell proliferation
GO:0030894	replisome
GO:0030897	HOPS complex
GO:0030900	forebrain development
GO:0030901	midbrain development
GO:0030902	hindbrain development
GO:0030903	notochord development
GO:0030914	STAGA complex
GO:0030916	otic vesicle formation
GO:0030917	midbrain-hindbrain boundary development
GO:0030934	anchoring collagen
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway
GO:0030964	NADH dehydrogenase complex
GO:0030968	endoplasmic reticulum unfolded protein response
GO:0030971	receptor tyrosine kinase binding
GO:0030983	mismatched DNA binding
GO:0031000	response to caffeine
GO:0031011	Ino80 complex
GO:0031012	extracellular matrix
GO:0031016	pancreas development
GO:0031018	endocrine pancreas development
GO:0031023	microtubule organizing center organization
GO:0031032	actomyosin structure organization
GO:0031047	gene silencing by RNA
GO:0031050	dsRNA fragmentation
GO:0031055	chromatin remodeling at centromere
GO:0031056	regulation of histone modification
GO:0031057	negative regulation of histone modification
GO:0031058	positive regulation of histone modification
GO:0031060	regulation of histone methylation
GO:0031063	regulation of histone deacetylation
GO:0031069	hair follicle morphogenesis
GO:0031072	heat shock protein binding
GO:0031076	embryonic camera-type eye development
GO:0031078	histone deacetylase activity (H3-K14 specific)
GO:0031080	Nup107-160 complex
GO:0031091	platelet alpha granule
GO:0031093	platelet alpha granule lumen
GO:0031098	stress-activated protein kinase signaling cascade
GO:0031099	regeneration
GO:0031100	organ regeneration
GO:0031102	neuron projection regeneration
GO:0031103	axon regeneration
GO:0031105	septin complex
GO:0031109	microtubule polymerization or depolymerization
GO:0031110	regulation of microtubule polymerization or depolymerization
GO:0031111	negative regulation of microtubule polymerization or depolymerization
GO:0031112	positive regulation of microtubule polymerization or depolymerization
GO:0031113	regulation of microtubule polymerization
GO:0031114	regulation of microtubule depolymerization
GO:0031116	positive regulation of microtubule polymerization
GO:0031122	cytoplasmic microtubule organization
GO:0031123	RNA 3'-end processing
GO:0031124	mRNA 3'-end processing
GO:0031128	developmental induction
GO:0031143	pseudopodium
GO:0031145	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0031163	metallo-sulfur cluster assembly
GO:0031201	SNARE complex
GO:0031214	biomineral tissue development
GO:0031225	anchored to membrane
GO:0031227	intrinsic to endoplasmic reticulum membrane
GO:0031228	intrinsic to Golgi membrane
GO:0031231	intrinsic to peroxisomal membrane
GO:0031233	intrinsic to external side of plasma membrane
GO:0031234	extrinsic to internal side of plasma membrane
GO:0031235	intrinsic to internal side of plasma membrane
GO:0031252	cell leading edge
GO:0031253	cell projection membrane
GO:0031256	leading edge membrane
GO:0031258	lamellipodium membrane
GO:0031267	small GTPase binding
GO:0031268	pseudopodium organization
GO:0031269	pseudopodium assembly
GO:0031272	regulation of pseudopodium assembly
GO:0031279	regulation of cyclase activity
GO:0031280	negative regulation of cyclase activity
GO:0031281	positive regulation of cyclase activity
GO:0031290	retinal ganglion cell axon guidance
GO:0031293	membrane protein intracellular domain proteolysis
GO:0031294	lymphocyte costimulation
GO:0031295	T cell costimulation
GO:0031300	intrinsic to organelle membrane
GO:0031301	integral to organelle membrane
GO:0031329	regulation of cellular catabolic process
GO:0031330	negative regulation of cellular catabolic process
GO:0031331	positive regulation of cellular catabolic process
GO:0031333	negative regulation of protein complex assembly
GO:0031334	positive regulation of protein complex assembly
GO:0031341	regulation of cell killing
GO:0031343	positive regulation of cell killing
GO:0031344	regulation of cell projection organization
GO:0031345	negative regulation of cell projection organization
GO:0031346	positive regulation of cell projection organization
GO:0031347	regulation of defense response
GO:0031348	negative regulation of defense response
GO:0031349	positive regulation of defense response
GO:0031362	anchored to external side of plasma membrane
GO:0031365	N-terminal protein amino acid modification
GO:0031369	translation initiation factor binding
GO:0031396	regulation of protein ubiquitination
GO:0031397	negative regulation of protein ubiquitination
GO:0031398	positive regulation of protein ubiquitination
GO:0031400	negative regulation of protein modification process
GO:0031401	positive regulation of protein modification process
GO:0031406	carboxylic acid binding
GO:0031418	L-ascorbic acid binding
GO:0031424	keratinization
GO:0031432	titin binding
GO:0031434	mitogen-activated protein kinase kinase binding
GO:0031435	mitogen-activated protein kinase kinase kinase binding
GO:0031461	cullin-RING ubiquitin ligase complex
GO:0031490	chromatin DNA binding
GO:0031497	chromatin assembly
GO:0031498	chromatin disassembly
GO:0031513	nonmotile primary cilium
GO:0031514	motile cilium
GO:0031519	PcG protein complex
GO:0031526	brush border membrane
GO:0031527	filopodium membrane
GO:0031528	microvillus membrane
GO:0031529	ruffle organization
GO:0031532	actin cytoskeleton reorganization
GO:0031570	DNA integrity checkpoint
GO:0031571	mitotic cell cycle G1/S transition DNA damage checkpoint
GO:0031572	G2/M transition DNA damage checkpoint
GO:0031575	mitotic cell cycle G1/S transition checkpoint
GO:0031576	G2/M transition checkpoint
GO:0031577	spindle checkpoint
GO:0031581	hemidesmosome assembly
GO:0031589	cell-substrate adhesion
GO:0031593	polyubiquitin binding
GO:0031594	neuromuscular junction
GO:0031623	receptor internalization
GO:0031625	ubiquitin protein ligase binding
GO:0031638	zymogen activation
GO:0031640	killing of cells of other organism
GO:0031641	regulation of myelination
GO:0031644	regulation of neurological system process
GO:0031645	negative regulation of neurological system process
GO:0031646	positive regulation of neurological system process
GO:0031647	regulation of protein stability
GO:0031648	protein destabilization
GO:0031649	heat generation
GO:0031650	regulation of heat generation
GO:0031652	positive regulation of heat generation
GO:0031663	lipopolysaccharide-mediated signaling pathway
GO:0031667	response to nutrient levels
GO:0031668	cellular response to extracellular stimulus
GO:0031669	cellular response to nutrient levels
GO:0031670	cellular response to nutrient
GO:0031672	A band
GO:0031674	I band
GO:0031683	G-protein beta/gamma-subunit complex binding
GO:0031901	early endosome membrane
GO:0031902	late endosome membrane
GO:0031903	microbody membrane
GO:0031907	microbody lumen
GO:0031929	TOR signaling cascade
GO:0031941	filamentous actin
